epi_weeks,cases,avg_temp,avg_humid
501,1,17.6538428571,72.4544714286
502,2,19.0725571429,69.7695142857
503,2,19.5601428571,74.5732285714
504,0,20.6006,68.4097142857
505,0,17.9530857143,84.5753714286
506,0,20.2907571429,76.1217428571
507,0,20.3517428571,70.6273714286
508,0,21.6199428571,65.9515571429
509,0,23.5948714286,65.3943857143
510,0,23.4673285714,77.9103857143
511,0,23.3826428571,73.7406428571
512,0,21.1062,82.1153714286
513,0,22.4680285714,78.5704857143
514,0,23.3562857143,81.4655857143
515,0,21.7496571429,67.0962285714
516,0,27.1689,58.7302571429
517,0,22.0928285714,78.4182285714
518,0,21.0406142857,79.5483285714
519,7,22.4387,78.2059
520,7,20.7966714286,78.9068428571
521,0,21.1348571429,78.9011142857
522,5,22.0670428571,81.8881857143
523,26,19.6644285714,90.0804
524,40,21.5092285714,86.1738571429
525,89,22.8217571429,79.3924142857
526,147,20.4085428571,85.8169285714
527,160,21.0863571429,84.8290571429
528,254,20.9267,82.6092285714
529,326,21.4689142857,80.5260857143
530,395,20.7426285714,89.2330857143
531,467,22.3915,79.1445857143
532,465,21.4968,84.3057714286
533,417,22.1887142857,79.5273714286
534,432,21.9786,84.5537142857
535,379,19.7456857143,88.918
536,347,21.0604714286,79.7961857143
537,428,19.8493,78.7440571429
538,306,19.1201714286,81.6450857143
539,320,19.6083142857,78.0568714286
540,200,21.1406571429,70.316
541,189,19.7778571429,74.0826571429
542,126,20.2509571429,66.9657857143
543,102,19.0847428571,70.4759428571
544,79,16.8543428571,77.9159714286
545,58,16.9439857143,72.4195571429
546,34,17.0061571429,66.5933714286
547,25,17.0842428571,66.8327571429
548,12,18.2720714286,63.9877857143
549,13,17.0095,69.6842142857
550,19,18.5881,65.2606142857
551,8,16.3814571429,67.0219
552,10,16.3650571429,63.2768142857
553,10,16.6589571429,70.2297142857
554,16,18.1426571429,65.0596
555,3,16.8192142857,56.3103285714
556,7,20.1261428571,48.6216857143
557,7,16.4642714286,65.6550571429
558,6,21.8624857143,48.8169285714
559,3,20.9402714286,50.8874
560,2,20.3428571429,59.9626142857
561,4,21.9324142857,56.6388285714
562,8,20.9898571429,62.1852714286
563,13,21.372,71.3756285714
564,7,20.1293,75.4768714286
565,6,20.3778,85.3887857143
566,8,18.7381714286,85.7577428571
567,16,19.2671857143,87.9523428571
568,12,19.1341571429,86.0812857143
569,6,19.8723714286,84.5829
570,15,20.2579857143,71.7247
571,13,21.6745571429,79.8848428571
572,21,21.4329714286,75.9399571429
573,11,20.8472714286,85.2268
574,7,20.2023571429,88.0844714286
575,8,20.2587,86.1666857143
576,25,20.5255285714,85.8856142857
577,33,19.7572428571,87.8082571429
578,19,23.0162285714,74.9523571429
579,21,20.8857428571,86.2549714286
580,29,21.4550571429,72.6287714286
581,23,21.5187571429,72.1486857143
582,37,22.9650857143,61.6932714286
583,19,21.9015142857,67.4367285714
584,28,21.1182,70.2193285714
585,30,22.2022857143,75.4040571429
586,23,20.1531285714,88.3508285714
587,17,20.2540428571,84.4074571429
588,11,20.6479857143,84.7713857143
589,15,18.2984285714,79.1785714286
590,13,19.089,86.3032428571
591,9,18.5531285714,86.7427285714
592,19,17.7074142857,85.1240285714
593,11,17.1960285714,81.4179857143
594,7,15.949928571400001,83.3387857143
595,3,16.6001571429,74.6757285714
596,3,16.6532857143,82.7758142857
597,4,17.3355857143,81.6003714286
598,1,14.4196714286,78.6084857143
599,1,14.5633571429,75.0325285714
600,4,16.4723857143,72.9103428571
601,4,15.2621714286,73.4414857143
602,3,13.7754571429,72.2056857143
603,0,14.8118428571,62.7515428571
604,3,16.5095571429,69.7742285714
605,1,15.1012142857,64.0537142857
606,2,15.9453428571,64.9352285714
607,1,15.0777428571,69.2797285714
608,1,16.9113142857,65.8941428571
609,3,17.4177571429,67.1904571429
610,3,16.0875428571,73.2482714286
611,2,18.6106428571,68.7619142857
612,4,18.8366857143,69.9088571429
613,9,17.6698,72.9654714286
614,3,18.3008,58.8669571429
615,6,19.4815285714,70.1845428571
616,5,20.2887428571,76.8788857143
617,4,14.7140428571,73.3054142857
618,4,20.1321571429,75.7149428571
619,1,20.4981,81.0421857143
620,4,18.3293857143,76.2448571429
621,1,20.0716428571,71.9719285714
622,0,19.5495428571,76.8221571429
623,0,20.7784428571,80.2443428571
624,0,20.57575,80.68895
