epi_weeks,cases,avg_temp,avg_humid
283,427,16.3766232857,88.6515708571
284,329,14.7402598571,91.5471442857
285,360,14.7045457143,89.2772521429
286,336,16.0389612857,90.5555205714
287,288,15.9480521429,90.606458
288,194,15.3376624286,88.8710644286
289,161,9.5454545714,94.2990344286
290,165,12.2844156429,89.1346084286
291,200,14.7402598571,85.2514237143
292,144,14.3974028571,90.8557448571
293,174,14.6363637143,86.2248471429
294,147,14.9714287143,81.1962921429
295,154,15.8419911429,80.4991787143
296,133,15.2251082857,82.2845515714
297,152,16.8116882857,89.5255394286
298,216,19.4253248571,75.7154617143
299,187,20.1753245714,77.05778
300,162,16.2402595714,86.0573348571
301,189,17.433983,80.2514894286
302,182,18.914502,84.5983651429
303,173,20.3376622857,79.1660472857
304,175,18.4534634286,82.3032085714
305,186,21.449134,77.0563174286
306,156,21.0844157143,82.8888414286
307,157,19.7834054286,85.4666294286
308,191,19.3571428571,83.3545935714
309,143,18.2584414286,107.6086541429
310,140,19.674026,85.6383521429
311,167,19.4896102857,85.2153671429
312,165,21.5896102857,82.5494305714
313,95,21.0246754286,82.8811242857
314,101,22.215278,78.5820341667
315,141,24.645238,77.8205471429
316,126,23.315476,78.9110898571
317,122,21.595238,75.9803015714
318,140,24.2678568571,67.1477718571
319,194,21.9380954286,86.4307681429
320,239,19.9428571429,86.3483657143
321,271,21.5948051429,89.3782935714
322,320,19.6969697143,87.4736234286
323,427,18.8495671429,84.5552737143
324,481,20.6948048571,78.9517928571
325,256,23.0946968571,77.9361862857
326,173,21.5576438571,66.2649162857
327,180,23.360902,70.4280137143
328,152,21.1879701429,68.8606525714
329,179,20.9398492857,69.2787602857
330,173,20.902256,68.1205567143
331,186,21.320489,64.1542374286
332,161,18.757519,68.3149265714
333,190,18.8016188571,69.1186658571
334,173,20.7508768571,65.2233168571
335,114,16.3993317143,59.0383171429
336,154,19.1353382857,72.2397594286
337,160,21.9556702857,71.1102211429
338,150,19.3785857143,69.575941
339,131,19.3371972857,66.7916347143
340,134,17.0813044286,71.0798792857
341,143,19.2042238571,68.0562237143
342,101,19.2777274286,69.1885321429
343,108,19.9900791429,58.6083085714
344,63,19.7607961429,65.9909328571
345,73,17.5580127143,65.7632221429
346,79,21.9010517143,52.1989224286
347,54,16.9302421429,82.66993
348,66,17.8455654286,63.6178028571
349,61,22.0268871429,61.5746562857
350,77,24.7489554286,57.9410098571
351,64,24.2280705714,54.246226
352,73,19.9154014286,73.8093911429
353,76,26.5490357143,54.5006367143
354,52,24.3730158571,70.073539
355,57,20.799093,65.5690062857
356,68,22.2328738571,66.0231578571
357,52,22.6993707143,66.2031337143
358,55,18.2464497143,66.8677618571
359,60,22.732272,74.1171902857
360,63,21.6116025714,73.4103751429
361,63,23.5530348571,63.3240498571
362,88,,
363,83,,
364,74,,
365,63,,
366,62,23.23839,76.781333
367,65,24.6390977143,70.859705
368,82,24.4740282857,78.392002
369,95,26.2145561429,64.5490247143
370,78,26.1214348571,63.177207
371,81,24.4015871429,74.4909665714
372,79,21.9310777143,75.4205928571
373,100,23.8784468571,72.615598
374,92,22.7100668571,76.598198
375,131,23.492732,75.2692014286
376,154,22.8723891429,76.17013
377,192,23.5614972857,75.82589
378,192,25.5978041429,66.7215834286
379,221,22.7591078571,71.0446722857
380,264,21.1082262857,70.2885894286
381,257,21.0907267143,66.9014524286
382,220,18.0499821429,81.2184942857
383,207,19.6219892857,69.9743594286
384,191,19.5413531429,68.7049631429
385,208,17.9765588571,73.7234281429
386,156,18.102637,74.6763885714
387,163,19.0687011429,64.0389458571
388,153,19.5423187143,73.3242922857
389,123,18.2974177143,79.0822851429
390,106,15.1880895714,78.0333327143
391,99,17.7173324286,72.1248527143
392,74,15.6537447143,65.6106262857
393,90,16.0419432857,71.6520501429
394,71,17.8291564286,62.9321452857
395,61,14.6598997143,61.2795725714
396,64,13.9781807143,62.0697715714
397,56,15.2041621429,72.4530514286
398,86,17.3116118571,66.8611701429
399,94,20.7431078571,59.269863
400,99,21.7715121429,50.906814142900004
401,81,19.8292545714,65.7031637143
402,133,21.8655461429,71.3059115714
403,111,22.6040102857,65.226788
404,132,20.4063731429,63.9541145714
405,108,22.007519,62.2298747143
406,98,19.9602547143,76.6289205714
407,95,21.2048317143,72.91537
408,83,17.7557774286,76.5093351429
409,72,20.107237,79.0142037143
410,88,20.5493695714,73.914956
411,86,18.9354692857,73.1649705714
412,115,21.9892857143,63.9449128571
413,95,21.9616595714,67.4319512857
414,110,23.3042717143,67.1999025714
415,118,20.1839984286,70.1239688571
416,162,24.1347855714,75.0594865714
417,139,21.9028168571,66.8097844286
418,89,21.652871,76.3421385714
419,140,22.8341101429,78.9201161429
420,136,22.1616437143,79.3459078571
421,123,24.5886087143,67.9134762857
422,75,24.2813217143,73.5535338571
423,119,23.0607627143,79.8245462857
424,101,22.4452845714,70.8120047143
425,149,23.3294117143,69.8929734286
426,136,25.1344045714,65.8534708571
427,134,25.9703548571,61.9796485714
428,220,25.404622,65.1137578571
429,213,23.7141382857,77.8390518571
430,296,22.4502468571,69.9026435714
431,358,22.4149864286,77.2459522857
432,394,22.367647,75.9422794286
433,449,21.3869748571,69.2541591429
434,623,20.7531511429,61.9612265714
435,627,22.0050421429,67.145021
436,542,20.0806821429,71.7558111429
437,427,18.2886758571,74.3138414286
438,360,15.3079834286,63.0079545714
439,376,17.9663862143,59.9937434286
440,388,18.1579965714,76.839858
441,305,17.1593138571,79.2541537143
442,265,14.2552395714,71.0137097143
443,274,17.7159371429,69.7243945714
444,201,17.3928101429,66.8608301429
445,195,18.2788978571,59.738488
446,168,18.246989,65.5548058571
447,155,19.5094642857,64.0755397143
448,134,18.1618244286,61.9423312857
449,120,16.787115,70.0783012857
450,148,17.0668445714,69.8267471429
451,171,17.880798,56.7765774286
452,150,18.0350137143,61.584743714300004
453,174,15.4425768571,67.2858354286
454,213,20.4957985714,53.2067912857
455,207,15.6123248571,79.3780294286
456,202,17.1792717143,68.0430447143
457,174,16.352591,80.8518665714
458,165,20.5696078571,69.155917
459,143,21.8739492857,70.8111935714
460,121,21.7927671429,69.5537531429
461,144,22.645705,66.398011
462,130,18.7204482143,76.8981114286
463,138,19.662447,77.3753128571
464,155,21.7620647143,69.0901907143
465,163,21.1764707143,78.8938008571
466,127,22.4005604286,82.1704157143
467,115,23.5929598571,80.9295102857
468,69,22.6811721667,76.4401393333
469,0,21.460785,77.890685
470,33,22.4901963333,87.3566616667
471,119,21.7815125714,83.69571
472,138,22.579832,86.3367915714
473,129,22.5714285714,89.8274422857
474,153,22.2857142857,81.7921544286
475,165,22.2941175714,93.9513435714
476,197,21.5,95.5211371429
477,186,23.4090909091,81.1110946364
478,250,23.1008402857,81.2188192857
479,317,21.9074074074,88.4728194074
480,330,21.2037037037,89.7050585185
481,498,21.1538461538,89.1585669231
482,623,23.7478988571,76.348573
483,449,22.8997821111,80.4791146296
484,456,21.529412,81.4689165714
485,522,21.8991595714,79.3976657143
486,405,21.3760505714,72.172364
487,419,20.6106659091,77.2538606364
488,472,19.7407407407,89.6123274074
489,493,19.432773,83.7363722857
490,433,14.7050224211,85.7864683684
491,406,19.3536093636,76.3147334091
492,347,16.9938271111,90.0982165185
493,283,16.1365857143,77.6708714286
494,212,16.5284142857,85.2781571429
495,227,13.9642857143,87.8096427143
496,216,16.8285714286,81.7664357143
497,180,14.3,82.2456014286
498,154,17.8538285714,72.5771857143
499,112,16.6554857143,81.1177428571
500,115,18.1600571429,73.8915285714
501,115,17.3558285714,76.6088857143
502,133,19.6826428571,71.6077428571
503,149,19.4033857143,75.8421428571
504,147,20.0573428571,68.0855714286
505,136,16.870642857100002,81.8233285714
506,180,21.2644428571,74.7278428571
507,200,20.6263285714,69.0343714286
508,226,23.6108571429,65.2405714286
509,202,22.2694285714,75.3381285714
510,216,21.9939285714,84.0615571429
511,207,20.9916142857,83.5135142857
512,219,20.4457285714,82.5298142857
513,203,22.0773,79.2063142857
514,164,22.3700714286,81.5423571429
515,182,21.6118,69.0911
516,191,26.8515857143,65.1360285714
517,191,21.8322857143,84.3202
518,174,22.0568571429,82.7961857143
519,178,23.6597,80.7932285714
520,233,22.6067285714,77.027
521,230,23.2020571429,76.2719285714
522,247,23.5736142857,73.5142142857
523,442,21.7442571429,80.6687
524,645,24.0261428571,77.8751428571
525,1060,24.3462,79.5013428571
526,1391,19.7324571429,86.4767428571
527,1896,21.9476142857,80.5381571429
528,2748,23.0816285714,77.5222428571
529,3529,22.6176714286,81.7569285714
530,4564,22.2756142857,85.1726714286
531,5598,23.4231142857,83.7998142857
532,6661,22.9664857143,83.1539857143
533,8086,23.8144285714,79.4509714286
534,11048,23.3193142857,84.4991571429
535,10103,20.1668857143,88.0813571429
536,12123,22.0666428571,77.0615428571
537,11875,21.4296,81.2877
538,10938,20.9641714286,78.7881142857
539,10101,21.1432857143,73.4927428571
540,9014,22.6765428571,68.0167
541,8706,21.8626428571,66.9709142857
542,8014,20.6771571429,70.4177
543,6538,20.2085,75.7938
544,4107,15.4253571429,82.3513285714
545,3611,17.1080428571,76.0447714286
546,2842,17.8601714286,69.0982714286
547,2007,17.1015571429,65.4063142857
548,1681,18.8582142857,69.6242714286
549,1057,16.3416285714,76.5546428571
550,830,17.5690714286,82.4444714286
551,539,16.9011857143,78.4593857143
552,507,16.6647714286,66.8832285714
553,487,17.747,70.5348571429
554,407,18.7648428571,65.7584857143
555,399,14.939,68.4834285714
556,471,20.5434285714,57.1896571429
557,364,15.4357571429,73.9204714286
558,442,21.2249857143,64.5760857143
559,508,23.4888857143,47.6120714286
560,467,19.9154857143,75.8933142857
561,559,23.1511571429,64.5478857143
562,470,21.5249285714,68.4066142857
563,493,21.1921714286,75.0353428571
564,583,20.9770428571,77.0033142857
565,627,21.6788714286,82.2587428571
566,552,19.8037857143,80.4353285714
567,577,20.8417428571,87.3185571429
568,606,19.7505142857,80.9531142857
569,639,21.3092,80.4139285714
570,682,22.2966142857,71.2792571429
571,567,22.7543714286,80.6790285714
572,569,21.8030714286,81.3932285714
573,495,22.0782428571,77.5887571429
574,456,21.7503714286,86.3039
575,559,21.8218285714,82.5887428571
576,697,21.0208285714,82.5213
577,700,21.2488714286,81.6609714286
578,817,24.5109428571,75.6011857143
579,962,21.9261,89.3995714286
580,1131,23.1286,81.6348142857
581,1449,23.2725857143,77.5068142857
582,1631,24.6095142857,76.4870857143
583,1565,23.7852857143,72.9275428571
584,1504,23.4399857143,70.0857285714
585,1544,23.0922857143,81.1766
586,1619,20.8759714286,84.3798428571
587,1624,21.7272857143,81.1396285714
588,1594,21.6689,84.3351428571
589,1542,19.0116857143,81.8735428571
590,1566,20.4015714286,82.9252285714
591,1673,19.1323285714,86.2720428571
592,1650,18.3778285714,82.3355428571
593,1728,19.1068142857,75.6745857143
594,1739,17.0241,81.4256571429
595,1487,18.5960714286,77.3917857143
596,1122,16.9495285714,75.1701142857
597,894,17.3432428571,82.6568428571
598,573,14.1412285714,83.7810428571
599,595,15.8423142857,71.9372714286
600,494,16.2411142857,74.8771285714
601,371,14.8100285714,84.4789428571
602,441,14.4197571429,78.9902571429
603,353,15.0262,69.5160428571
604,352,16.0301285714,77.1422285714
605,332,14.8937,68.6186285714
606,321,16.1973,70.7829
607,331,13.6959571429,74.1739142857
608,420,19.7569142857,65.0353714286
609,418,18.5143,77.0279714286
610,447,18.8131714286,67.7057
611,453,19.2607285714,67.7498285714
612,559,19.6347857143,70.8766714286
613,501,18.2591428571,70.9017285714
614,637,21.2159285714,66.2511
615,594,20.1103285714,72.2922
616,603,21.2652,76.3139
617,607,16.0909857143,70.3690571429
618,501,20.2291714286,79.1082
619,600,20.496,82.5886285714
620,580,18.8848,77.0036571429
621,443,20.6344857143,74.8866142857
622,419,19.646228571400002,76.1618571429
623,477,22.2798714286,73.1956142857
624,283,22.7029,77.86645
